Booking #,Sex,Race,Age,Book Date,Unnamed: 5,Release Date,Length of Stay,County Code,Release Authority,Offense Code,Offense Description,Unnamed: 12,Unnamed: 13
2025-03222,M,W,19,12/12/2025  7:00:00 PM,,12/14/2025  7:00:00 PM,2.0,113,SENTENCE SERVED,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03223,F,W,41,12/5/2025  11:01:00 PM,,12/6/2025  4:55:00 AM,1.0,139,HOSPITAL/TREATMENT,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03224,M,W,43,12/6/2025  3:13:00 AM,,12/6/2025  12:13:00 PM,1.0,137,BOND,DWI5443M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL.15 TO .20,,
2025-03225,F,W,22,12/6/2025  4:10:00 AM,,12/6/2025  1:16:00 PM,1.0,109,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03226,M,W,28,12/6/2025  5:06:00 AM,,12/6/2025  7:54:00 PM,1.0,79,BOND,DWI5444M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL > .20,,
2025-03227,F,W,41,12/6/2025  4:56:00 AM,,12/24/2025  10:38:00 AM,18.24,139,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03228,M,W,52,12/6/2025  5:15:00 PM,,12/19/2025  2:18:00 PM,12.88,137,JUDGE,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03229,M,W,41,12/6/2025  8:02:00 PM,,12/7/2025  7:56:00 AM,1.0,137,BOND,DWI5443M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL.15 TO .20,,
2025-03230,M,W,21,12/6/2025  7:51:00 PM,,12/9/2025  12:56:00 PM,2.71,137,HOSPITAL/TREATMENT,OBS3732F5,OBS-POSSESS CHILD PORN (SUBSEQUENT OFFENSE),,
2025-03231,M,W,46,12/7/2025  4:05:00 AM,,12/15/2025  10:45:00 PM,8.78,113,HOSPITAL/TREATMENT,JUS4828M1,"JUS-RESISTING ARREST,OBSTRUCTING JUSTICE BY THREATS/FORCE",,
2025-03232,M,B,38,12/7/2025  3:33:00 PM,,12/23/2025  2:27:00 PM,15.95,47,BOND,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-03233,M,W,39,12/8/2025  7:23:00 AM,,12/8/2025  4:39:00 PM,1.0,65,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-03234,F,B,20,12/8/2025  11:10:00 AM,,,23.53,47,,NAR3022F5,NARCOTICS POSSESSION,,
2025-03235,F,W,34,12/8/2025  11:10:00 AM,,1/1/2026  2:40:00 PM,23.53,47,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-03236,M,W,54,12/9/2025  8:19:00 AM,,12/12/2025  7:44:00 AM,2.98,137,JUDGE,SOR3657F6,SEX OFFENDER REGISTRY VIOLENT OFFENDER - FAIL TO REGISTER OR PROVIDE FALSE INFO.,,
2025-03237,F,W,40,12/9/2025  11:00:00 AM,,,22.54,109,,NAR3022F5,NARCOTICS POSSESSION,,
2025-03238,M,W,21,12/9/2025  12:57:00 PM,,12/19/2025  6:20:00 AM,9.72,137,DOC,OBS3732F5,OBS-POSSESS CHILD PORN (SUBSEQUENT OFFENSE),,
2025-03239,M,W,41,12/9/2025  1:01:00 PM,,,22.46,139,,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-03240,M,W,40,12/9/2025  1:59:00 PM,,12/12/2025  7:44:00 AM,2.74,137,JUDGE,DWI5693F6,"PRIOR DWI MANSLAUGHTER, ASSAULT, FELONY DWI, BAC > .20",,
2025-03241,M,W,39,12/9/2025  2:46:00 PM,,12/10/2025  7:30:00 AM,1.0,113,JUDGE,ARS2023F5,"ARSON, EXPLOSIVES, BOMBS OFFENDER 15 OR OVER",,
2025-03242,M,W,28,12/9/2025  3:39:00 PM,,12/11/2025  9:17:00 AM,1.73,884,ICE,PRI9905S9,PRISONERS FEDERAL - FELONY,,
2025-03244,M,W,19,12/9/2025  7:55:00 PM,,,22.17,79,,ASL1318F6,ASSAULT DURING COMMISSION OF A FELONY,,
2025-03245,F,W,21,12/10/2025  8:10:00 AM,,,21.66,47,,REC6624F6,TRAFFIC - RECKLESS DRIVING DISREGARD POLICE COMMAND TO STOP - ENDANGERMENT,,
2025-03246,M,B,57,12/10/2025  10:23:00 AM,,1/8/2026  7:29:00 AM,21.57,137,JUDGE,FRD2743F9,FRAUD FALSE PRETENSES - OBTAIN MONEY BY - >=$1000,,
2025-03247,F,W,41,12/10/2025  10:23:00 AM,,,21.57,137,,LAR2369F6,LAR-LARCENY ETC.-THIRD OR SUBSEQUENT CONVICTION,,
2025-03248,M,W,47,12/10/2025  1:14:00 PM,,12/11/2025  8:14:00 AM,1.0,137,JUDGE,FTA5019F6,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR FELONY OFFENSE,,
2025-03249,F,W,52,12/10/2025  1:35:00 PM,,,21.43,47,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03250,F,W,52,12/10/2025  1:56:00 PM,,,21.42,109,,FRD2520F5,FRAUD FORGERY,,
2025-03251,F,W,34,12/10/2025  2:13:00 PM,,12/10/2025  4:55:00 PM,1.0,137,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-03252,F,W,45,12/10/2025  4:41:00 PM,,12/10/2025  5:55:00 PM,1.0,137,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03253,M,W,20,12/11/2025  12:31:00 AM,,12/11/2025  8:24:00 AM,1.0,79,BOND,ALC4165M1,ALCOHOL PURCHASE OR POSSESSION BY PERSON LESS THAN AGE 21,,
2025-03254,M,W,59,12/10/2025  5:01:00 PM,,12/13/2025  2:48:00 PM,2.91,109,HOSPITAL/TREATMENT,HIT6608F5,"TRAFFIC - HIT AND RUN, ACCIDENT REPORTS VICTIM INJURED - DRIVER FAILS TO STOP, REPORT OR ASSIST",,
2025-03255,M,B,52,12/11/2025  11:06:00 AM,,12/19/2025  2:23:00 PM,8.14,137,BOND,VAN2956F6,"VANDALISM, DAMAGE PROPERTY INTENTIONALLY - DAMAGE/DESTROY ANY PROPERTY OR MONUMENT >=$1000",,
2025-03256,M,W,24,12/11/2025  12:46:00 PM,,12/15/2025  1:00:00 PM,4.01,137,JUDGE,FTA5019F6,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR FELONY OFFENSE,,
2025-03257,F,B,23,12/11/2025  1:02:00 PM,,12/11/2025  2:47:00 PM,1.0,65,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-03258,M,B,76,12/11/2025  1:25:00 PM,,,20.44,109,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03259,M,W,31,12/11/2025  1:30:00 PM,,12/12/2025  6:55:00 AM,1.0,3,JUDGE,RAP1135F9,"SEXUAL ASSAULT BY FORCE,THREAT,INTIM. OR VIA MENTAL INCAP/HELPLESS OF VICTIM",,
2025-03260,M,W,27,12/11/2025  2:08:00 PM,,12/16/2025  8:10:00 AM,4.75,139,JUDGE,FTA5020M1,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR MISDEMEANOR OFFENSE,,
2025-03261,M,B,42,12/11/2025  6:38:00 PM,,12/12/2025  8:43:00 AM,1.0,109,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-03262,M,W,29,12/12/2025  8:00:00 AM,,12/13/2025  8:00:00 AM,1.0,137,SENTENCE SERVED,REC6648M1,TRAFFIC - RECKLESS DRIVING SPEED OVER 80 MPH,,
2025-03263,M,B,25,12/12/2025  9:00:00 AM,,12/12/2025  9:01:00 AM,1.0,109,SENTENCE SERVED,PRT2114M1,PRT-VIOLATION OF A PROTECTIVE ORDER (GENERAL),,
2025-03264,F,W,37,12/12/2025  9:14:00 AM,,,19.61,109,,NAR3022F5,NARCOTICS POSSESSION,,
2025-03265,M,W,39,12/12/2025  10:47:00 AM,,12/30/2025  10:49:00 AM,18.0,113,PURGE,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-03266,F,W,49,12/12/2025  12:01:00 PM,,12/16/2025  8:10:00 AM,3.84,139,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-03267,M,W,40,12/12/2025  12:01:00 PM,,,19.5,139,,HIT6604F5,HIT-DAMAGE TO ATTENDED PROPERTY-DRIVER FAILS TO REPORT$1000,,
2025-03268,M,W,49,12/12/2025  1:20:00 PM,,12/14/2025  8:00:00 AM,1.78,109,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03269,F,W,38,12/12/2025  2:13:00 PM,,12/21/2025  8:00:00 AM,8.74,139,SENTENCE SERVED,DWI5444M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL > .20,,
2025-03270,F,W,64,12/12/2025  3:06:00 PM,,12/12/2025  7:20:00 PM,1.0,109,BOND,DWI5462M1,"DWI - FIRST CONVICTION, INFLUENCE OF DRUGS",,
2025-03271,M,W,23,12/12/2025  6:02:00 PM,,12/13/2025  4:05:00 AM,1.0,137,BOND,DWI5443M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL.15 TO .20,,
2025-03272,M,B,27,12/12/2025  6:27:00 PM,,,19.23,79,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03274,M,B,21,12/12/2025  7:00:00 PM,,12/14/2025  7:00:00 PM,2.0,79,SENTENCE SERVED,REC6648M1,TRAFFIC - RECKLESS DRIVING SPEED OVER 80 MPH,,
2025-03275,M,W,41,12/12/2025  7:00:00 PM,,12/14/2025  7:00:00 PM,2.0,113,SENTENCE SERVED,REC6648M1,TRAFFIC - RECKLESS DRIVING SPEED OVER 80 MPH,,
2025-03276,M,W,39,12/12/2025  11:12:00 PM,,12/13/2025  4:52:00 PM,1.0,79,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-03277,M,W,66,12/13/2025  2:00:00 AM,,12/13/2025  9:00:00 AM,1.0,113,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03278,M,W,33,12/13/2025  2:42:00 AM,,12/13/2025  6:33:00 AM,1.0,109,BOND,DWI5441M1,"REFUSAL OF BLOOD OR BREATH TEST, 2ND DWI/REFUSAL WITHIN 10 YEARS",,
2025-03279,M,W,59,12/13/2025  2:49:00 PM,,,18.38,109,,HIT6608F5,"TRAFFIC - HIT AND RUN, ACCIDENT REPORTS VICTIM INJURED - DRIVER FAILS TO STOP, REPORT OR ASSIST",,
2025-03280,M,W,36,12/14/2025  4:32:00 AM,,,17.81,109,,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-03281,M,W,51,12/14/2025  7:13:00 AM,,12/14/2025  4:28:00 PM,1.0,79,BOND,DWI5407M1,TRAFFIC - DRIVING WHILE INTOXICATED DRIVING ON SUSPENDED LICENSE AFTER DWI CONVICTION,,
2025-03282,F,W,58,12/14/2025  9:15:00 PM,,12/15/2025  2:00:00 PM,1.0,109,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-03283,F,W,35,12/15/2025  1:18:00 AM,,,16.95,79,,HIT6604F5,HIT-DAMAGE TO ATTENDED PROPERTY-DRIVER FAILS TO REPORT$1000,,
2025-03284,F,W,61,12/15/2025  10:03:00 AM,,1/8/2026  6:20:00 PM,16.58,47,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03285,M,B,22,12/15/2025  11:05:00 AM,,12/15/2025  1:42:00 PM,1.0,540,JUDGE,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-03286,F,W,20,12/15/2025  1:27:00 PM,,1/8/2026  9:25:00 AM,16.44,65,OUT OF STATE,ARR9980S9,ARRESTS (FOR USE BY STATE POLICE) FELONY,,
2025-03287,M,W,56,12/15/2025  2:56:00 PM,,,16.38,109,,NAR3022F5,NARCOTICS POSSESSION,,
2025-03288,M,W,37,12/15/2025  3:22:00 PM,,12/31/2025  8:00:00 AM,15.69,79,SENTENCE SERVED,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-03289,M,W,42,12/15/2025  3:55:00 PM,,,16.34,113,,SOR3659F6,"SOR-OTHER SEX OFFENDER,FAIL TO REGISTER ETC. 2ND/ SUBSEQUENT",,
2025-03290,M,B,21,12/15/2025  3:55:00 PM,,12/16/2025  7:42:00 AM,1.0,113,JUDGE,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-03291,M,W,46,12/15/2025  3:55:00 PM,,,16.34,113,,MUR0947F5,MURDER INVOLUNTARY MANSLAUGHTER - VEHICULAR,,
2025-03292,F,B,53,12/15/2025  4:52:00 PM,,12/20/2025  7:57:00 PM,5.13,65,HOSPITAL/TREATMENT,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03293,M,W,65,12/15/2025  10:10:00 PM,,12/16/2025  10:57:00 AM,1.0,137,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03294,M,W,46,12/15/2025  10:46:00 PM,,12/16/2025  12:59:00 AM,1.0,113,HOSPITAL/TREATMENT,JUS4828M1,"JUS-RESISTING ARREST,OBSTRUCTING JUSTICE BY THREATS/FORCE",,
2025-03295,M,W,46,12/16/2025  1:00:00 AM,,12/16/2025  4:30:00 PM,1.0,113,JUDGE,JUS4828M1,"JUS-RESISTING ARREST,OBSTRUCTING JUSTICE BY THREATS/FORCE",,
2025-03296,M,B,32,12/16/2025  4:30:00 AM,,1/6/2026  4:07:00 PM,15.81,65,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-03297,M,W,41,12/16/2025  10:10:00 AM,,12/30/2025  9:12:00 AM,13.96,137,JUDGE,FRD2360F9,FRAUD THEFT OF CREDIT CARD,,
2025-03298,F,W,24,12/16/2025  1:30:00 PM,,,15.44,47,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03300,F,B,30,12/16/2025  1:30:00 PM,,,15.44,47,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03301,F,W,40,12/16/2025  1:30:00 PM,,,15.44,47,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03302,M,W,40,12/16/2025  7:33:00 PM,,,15.18,137,,FAM3810F6,FAMILY OFFENSE CRUELTY AND INJURIES TO CHILDREN,,
2025-03303,M,W,25,12/17/2025  12:13:00 AM,,12/19/2025  2:16:00 PM,2.59,137,BOND,ARS2023F5,"ARSON, EXPLOSIVES, BOMBS OFFENDER 15 OR OVER",,
2025-03304,M,W,33,12/17/2025  10:26:00 AM,,,14.56,109,,NAR3022F5,NARCOTICS POSSESSION,,
2025-03305,F,W,54,12/17/2025  11:59:00 AM,,12/17/2025  3:42:00 PM,1.0,137,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-03306,M,W,25,12/17/2025  12:39:00 PM,,,14.47,65,,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-03307,F,A,26,12/17/2025  12:46:00 PM,,12/18/2025  6:07:00 PM,1.22,65,BOND,FRD2509F6,IDENTITY FRAUD-FINANCIAL LOS >=$1000,,
2025-03308,M,B,41,12/17/2025  3:40:00 PM,,12/19/2025  7:40:00 AM,1.67,630,JUDGE,ASL1347F6,ASL-STRANGULATION RESULTING IN WOUNDING OR BODILY INJURY,,
2025-03309,F,B,54,12/17/2025  4:30:00 PM,,,14.31,47,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03310,M,W,22,12/17/2025  7:41:00 PM,,12/17/2025  8:41:00 PM,1.0,177,BOND,ASL1339F4,PERM MAIMING ANOTHER WHILE DWI,,
2025-03311,M,B,39,12/18/2025  3:44:00 AM,,12/19/2025  10:16:00 PM,1.77,109,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-03312,M,B,28,12/18/2025  9:47:00 AM,,12/23/2025  7:27:00 AM,4.9,137,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03313,F,W,49,12/18/2025  12:45:00 PM,,,13.47,109,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03314,F,B,30,12/18/2025  3:53:00 PM,,12/22/2025  10:15:00 AM,3.77,65,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-03315,M,W,32,12/18/2025  5:10:00 PM,,,13.28,79,,LAR2354F9,"SHOPLIFT, ALTER PRICE TAGS>=$1000",,
2025-03316,M,W,28,12/18/2025  6:17:00 PM,,12/22/2025  12:37:00 PM,3.76,109,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-03317,M,W,40,12/19/2025  9:35:00 AM,,,12.6,47,,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03318,M,W,46,12/19/2025  9:35:00 AM,,,12.6,47,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03319,M,W,51,12/19/2025  9:35:00 AM,,,12.6,47,,NAR3045F9,"SALE, ETC FOR PROFIT SCHEDULE I OR II DRUGS",,
2025-03320,M,W,40,12/19/2025  9:35:00 AM,,1/5/2026  3:46:00 PM,12.6,47,BOND,NAR3022F5,NARCOTICS POSSESSION,,
2025-03321,M,W,34,12/19/2025  9:35:00 AM,,,12.6,47,,WPN5297F6,"WEAPONS CONVICTED FELON (NON-VIOLENT) POSSESS/TRANSPORT FIREARM, TASER, ETC.",,
2025-03322,M,W,28,12/19/2025  9:35:00 AM,,,12.6,47,,OBS3731F6,OBS-POSSESS CHILD PORN (FIRST OFFENSE),,
2025-03323,M,B,46,12/19/2025  9:35:00 AM,,,12.6,47,,NAR3022F5,NARCOTICS POSSESSION,,
2025-03324,M,W,26,12/19/2025  9:35:00 AM,,,12.6,47,,OBS3731F6,OBS-POSSESS CHILD PORN (FIRST OFFENSE),,
2025-03325,M,B,30,12/19/2025  9:35:00 AM,,,12.6,47,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03326,M,B,30,12/19/2025  10:00:00 AM,,12/19/2025  10:01:00 AM,1.0,109,SENTENCE SERVED,LIC6808M2,TRAFFIC - OPERATOR'S LICENSE DRIVE WITHOUT A LICENSE,,
2025-03327,M,W,38,12/19/2025  10:00:00 AM,,,12.58,109,,DWI5448S9,TRAFFIC-DRIVING WHILE INTOXICATED-2ND WITHIN LESS THAN 5YRS.,,
2025-03328,M,W,35,12/19/2025  11:16:00 AM,,12/22/2025  4:03:00 PM,3.2,47,SENTENCE SERVED,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03329,M,W,29,12/19/2025  3:05:00 PM,,,12.37,139,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03330,M,W,27,12/26/2025  6:00:00 PM,,12/28/2025  6:00:00 PM,2.0,137,SENTENCE SERVED,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-03331,M,B,29,12/19/2025  6:00:00 PM,,12/20/2025  6:00:00 PM,1.0,109,SENTENCE SERVED,REC6648M1,TRAFFIC - RECKLESS DRIVING SPEED OVER 80 MPH,,
2025-03332,M,W,39,12/20/2025  1:26:00 AM,,12/20/2025  3:54:00 PM,1.0,137,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03333,M,W,19,12/20/2025  2:28:00 AM,,12/20/2025  1:57:00 PM,1.0,137,BOND,ALC4165M1,ALCOHOL PURCHASE OR POSSESSION BY PERSON LESS THAN AGE 21,,
2025-03334,M,W,20,12/20/2025  2:53:00 AM,,12/20/2025  9:57:00 AM,1.0,137,BOND,ALC4165M1,ALCOHOL PURCHASE OR POSSESSION BY PERSON LESS THAN AGE 21,,
2025-03335,M,W,22,12/20/2025  3:00:00 AM,,12/20/2025  9:57:00 AM,1.0,137,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-03336,F,W,26,12/20/2025  3:44:00 AM,,12/20/2025  2:09:00 PM,1.0,79,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-03337,F,W,34,12/20/2025  3:41:00 PM,,,11.35,47,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03338,M,W,26,12/20/2025  3:43:00 PM,,12/29/2025  11:01:00 AM,8.8,137,BOND,PRT5004F6,PRT - ASSUALT W/SERIOUS INJURY TO PERSON W/PROTECTIVE ORDER,,
2025-03339,M,W,29,12/20/2025  5:29:00 PM,,12/23/2025  7:25:00 PM,3.08,137,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03340,F,B,53,12/20/2025  7:58:00 PM,,12/21/2025  1:20:00 AM,1.0,65,HOSPITAL/TREATMENT,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03341,M,W,47,12/21/2025  1:22:00 AM,,12/21/2025  12:38:00 PM,1.0,109,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03342,M,W,23,12/21/2025  2:02:00 AM,,12/21/2025  4:00:00 AM,1.0,137,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-03343,F,B,53,12/21/2025  1:21:00 AM,,,10.94,65,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03344,M,B,33,12/21/2025  5:58:00 AM,,12/21/2025  1:28:00 PM,1.0,137,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-03345,M,W,31,12/21/2025  9:54:00 AM,,12/23/2025  9:40:00 AM,1.99,884,ICE,PRI9905S9,PRISONERS FEDERAL - FELONY,,
2025-03346,F,W,63,12/21/2025  2:36:00 PM,,12/21/2025  10:02:00 PM,1.0,113,HOSPITAL/TREATMENT,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-03347,F,W,63,12/21/2025  10:03:00 PM,,12/22/2025  6:20:00 AM,1.0,113,STATUS CHANGE,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-03348,M,W,18,12/22/2025  4:03:00 AM,,12/24/2025  4:28:00 PM,2.52,137,JUDGE,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-03349,M,W,62,12/22/2025  4:58:00 AM,,1/7/2026  4:06:00 PM,9.79,109,BOND,RAP1122M1,SEXUAL ASSAULT BATTERY - SEXUAL,,
2025-03350,F,W,63,12/22/2025  6:21:00 AM,,12/22/2025  7:25:00 AM,1.0,113,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-03351,M,B,47,12/22/2025  8:11:00 AM,,,9.66,137,,CON3283S9,"DISOBEDIENCE/RESISTANCE OF AN OFFICER OF THE COURT, ETC.",,
2025-03352,M,W,22,12/22/2025  8:35:00 AM,,12/23/2025  1:51:00 PM,1.22,137,JUDGE,STK2116F6,"STALKING WITH INTENT TO CAUSE FEAR, ETC., 2ND OFFENSE W/IN 5 YEARS",,
2025-03353,M,W,29,12/22/2025  10:00:00 AM,,,9.58,79,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03354,F,W,33,12/22/2025  11:25:00 AM,,,9.52,65,,ASL1339F4,PERM MAIMING ANOTHER WHILE DWI,,
2025-03355,M,B,63,12/22/2025  12:40:00 PM,,,9.47,109,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03356,F,B,36,12/22/2025  3:07:00 PM,,,9.37,47,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03357,F,W,41,12/22/2025  4:31:00 PM,,12/23/2025  11:00:00 PM,1.27,137,BOND,FRD2520F5,FRAUD FORGERY,,
2025-03358,F,W,50,12/22/2025  4:41:00 PM,,12/22/2025  8:04:00 PM,1.0,137,BOND,FRD2624F6,BAD CHECKS - $1000 OR MORE,,
2025-03359,M,W,29,12/22/2025  7:20:00 PM,,,9.19,139,,NAR3022F5,NARCOTICS POSSESSION,,
2025-03360,M,W,47,12/22/2025  7:20:00 PM,,,9.19,139,,NAR3022F5,NARCOTICS POSSESSION,,
2025-03361,M,W,52,12/22/2025  8:15:00 PM,,,9.16,137,,DWI5493F6,"PRIOR DWI MANSLAUGHTER, ASSAULT, FELONY DWI",,
2025-03362,M,B,40,12/23/2025  1:18:00 AM,,12/31/2025  7:05:00 PM,8.74,65,BOND,PRT5007M1,VIOLATION OF A PROTECTIVE ORDER,,
2025-03363,M,B,37,12/23/2025  11:08:00 AM,,,8.54,113,,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-03364,F,W,44,12/23/2025  11:08:00 AM,,1/13/2026  2:47:00 PM,8.54,47,JUDGE,BND9975S9,BND - VIOLATIONS OF CONDITIONS OF RELEASE,,
2025-03365,M,B,29,12/23/2025  1:30:00 PM,,,8.44,65,,OBS3732F5,OBS-POSSESS CHILD PORN (SUBSEQUENT OFFENSE),,
2025-03366,F,W,38,12/23/2025  2:23:00 PM,,1/8/2026  4:56:00 PM,8.4,47,BOND,DWI5450F6,TRAFFIC-DRIVING WHILE INTOXICATED-3RD WITHIN 5 YEARS,,
2025-03367,M,W,50,12/23/2025  11:13:00 PM,,12/24/2025  12:42:00 AM,1.0,137,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-03368,M,W,45,12/24/2025  3:37:00 AM,,12/29/2025  2:28:00 PM,5.45,65,HOSPITAL/TREATMENT,LAR2412F6,"UNAUTHORIZED USE OF ANIMAL, AUTO, BOAT WORTH $1000 OR MORE",,
2025-03369,M,W,32,12/24/2025  7:52:00 AM,,,7.67,137,,NAR3022F5,NARCOTICS POSSESSION,,
